text,species,laff,gender,missing,
looking for new friends,cat,17,f,nm,
i just moved everyone lol,dog,76,m,trap,
tysm,cat,85,f,lure,
thank you,cat,86,f,trap,
ty,deer,79,f,trap,
more beans,cat,58,m,nm,
literally over 5000 beans in 5 min,monkey,76,f,drop,
say 123 for beans,cat,58,m,nm,
wooo,mouse,109,f,trap,
thank you nutmeg,duck,70,f,toon-up,
omg ty,monkey,76,m,drop,
tysm,mouse,108,f,trap,
hallelujah bean,dog,53,m,nm,
tysm,cat,85,m,lure,
jellybeans please,bear,57,m,nm,
ty,rabbit,43,m,nm,
jump for beans,bear,61,m,nm,
you rock,dog,77,m,drop,
use laugh for beans,cat,58,m,nm,
how do you get these,deer,70,f,trap,
hi,deer,107,f,drop,
thank you so much everyone,cat,67,f,nm,
crazy amounts of toons here lol,dog,102,m,drop,
this is a normal day on original toontown,cat,95,m,trap,
thanks so much,cat,35,f,nm,
who remembers when the max jb unite was 600,dog,76,m,trap,
where is dippy,mouse,60,m,nm,
happy ten years yall,deer,49,m,nm,
ty,dog,28,m,nmm,
fat bear has awoken from hibernation,dog,76,m,trap,
this is awesome,cat,80,f,trap,
ty,deer,50,f,nm,
ty ty ty ty ty ty,cat,45,m,nm,
thanks,rabbit,43,f,nm,
tysm everyone,deer,16,f,nm,
i am bored,cat,134,m,drop,
oh,deer,107,f,drop,
hi bestie,deer,106,f,trap,
what,deer,106,f,trap,
idk im watching her video,deer,107,f,drop,
beans for student loans,duck,95,f,drop,
croissant,deer,107,f,drop,
not me watching her play ttr while i play ttr,deer,107,f,drop,
look up on the tube,deer,107,f,drop,
shes online,cat,140,m,trap,
wait a second lemme find this other noob,cat,140,m,trap,
slay,deer,107,f,drop,
oh,duck,103,f,trap,
she acc is,deer,106,f,trap,
i will make a party for ur maxing,cat,108,m,trap,
need beans super broke plz,crocodile,103,m,drop,
bf problems,mouse,64,f,nm,
he said hes not gonna see me this month,mouse,64,f,nm,
nice,dog,55,m,nm,
well done,dog,55,m,nm,
yw,dog,55,m,nm,
ive been listening to ride,mouse,64,f,nm,
by lana,mouse,64,f,nm,
i met a toon named theory,cat,139,f,toon-up,
how are there that many people,mouse,80,m,lure,
my whole game is lagging,mouse,80,m,lure,
ty for the beans,cat,26,m,nm,
well cya,mouse,80,m,lure,
how long are you giant,dog,116,m,trap,
everyone lets be friends,crocodile,65,m,nm,
i wish beans were real,deer,100,f,drop,
ok,cat,140,m,trap,
word,crocodile,65,m,nm,
thanks,deer,115,f,trap,
thunder,monkey,15,m,nm,
happy spooky season,cat,82,f,drop,
lets be friends everyone,crocodile,65,m,nm,
hi,cat,62,f,nm,
where da beans at,crocodile,65,m,nm,
my doodle is hungry,crocodile,65,m,nm,
15 law and 30 boss,bear,49,m,nm,
theyre all higher c but who,rabbit,127,m,drop,
come,rabbit,127,m,drop,
and captain,dog,129,m,trap,
scrappy is on,dog,30,m,nm,
that too,dog,30,m,nm,
beans pls and thank you,crocodile,59,m,nm,
fav music artist rn,crocodile,78,f,trap,
your contribution is greatly appreciated,horse,131,m,trap,
i dont need beans just some attention,bear,72,m,trap,
i need rewards for toon bowling,horse,16,f,nm,
got,mouse,105,m,drop,
thanks,cat,82,f,trap,
ty ty,cat,62,f,nm,
i dont feel good,cat,15,f,nm,
anyone wanna do field office,cat,103,f,drop,
ty,duck,85,f,trap,
it hurts,cat,15,f,nm,
everything hurts,cat,15,f,nm,
help,cat,15,f,nm,
its so sweet,cat,15,f,nm,
amazing,bear,56,m,nm,
youre the best,bear,56,m,nm,
any beans for the poor,deer,108,f,trap,
no i always miss it,deer,108,f,trap,
now what,cat,129,f,trap,
when in doubt timely bout,bear,72,m,trap,
i just spent 12 dollars on a 2 liter,cat,140,m,trap,
never seen so many at bean fest,duck,56,f,nm,
need beans for bat wings,deer,108,f,trap,
i need jelly,cat,120,f,trap,
take it,cat,140,f,trap,
ty,cat,57,f,nm,
thank you,duck,106,f,drop,
sleepy sleepy sleepy,cat,120,f,trap,
gonna see if i can find,monkey,116,m,trap,
hi,monkey,116,m,trap,
say greg,cat,120,f,trap,
super lag in here,dog,55,m,nm,
system out print beans,monkey,96,m,drop,
i need to defeat some cogs,duck,114,f,trap,
blue is on,bear,120,m,trap,
wanna just go,mouse,103,f,drop,
oh ok,mouse,103,f,drop,
amanda please,cat,15,f,nm,
amanda,cat,15,f,nm,
im looking for amanda,cat,15,f,nm,
beans,cat,101,f,trap,
say ooo cats,dog,116,m,trap,
i am so upset rn,duck,107,f,trap,
i got that app that scans ingredients in products,duck,107,f,trap,
everything i own is poison,duck,107,f,trap,
even my toothpaste,duck,107,f,trap,
straight from the tea,duck,107,f,trap,
im so upset rn,cat,101,f,trap,
i need to get 500 stolen jokes,cat,134,m,drop,
hey tiny mouse,cat,134,m,drop,
oh i dont have my phone on me,duck,107,f,trap,
so my nose is stopped,mouse,125,f,trap,
what star,mouse,125,f,trap,
look its britney spears,cat,15,f,nm,
i prefer 3 star lol,duck,134,m,drop,
i have to wake up early,mouse,125,f,trap,
it,mouse,125,f,trap,
yea i need a 3 too,mouse,125,f,trap,
k you find and ill join,mouse,125,f,trap,
we no match,rabbit,74,f,drop,
lame,rabbit,74,f,drop,
yall want 700 beans,dog,103,f,trap,
thats all i got lol,dog,103,f,trap,
ill tp to you when im done,duck,107,f,trap,
oh so thats why its lagging,duck,107,f,trap,
thanks,cat,125,m,trap,
thx,cat,77,m,drop,
that rules,crocodile,65,m,nm,
gimme the bean boys and free my soul,cat,77,m,drop,
lord of the bean,cat,82,m,trap,
and toon away wont you take me away,bear,72,m,trap,
need 500 for new home,pig,115,m,lure,
she be wake up,duck,107,f,trap,
beans so i can pay for my divorce,cat,102,f,trap,
idk how many beans i got lol,cat,103,f,drop,
need beans for new home exterior,pig,115,m,lure,
am i still teleporting,cat,140,f,lure,
need beans for my college debt,cat,102,f,trap,
did they eat them,duck,98,f,drop,
by mistake lol,rabbit,108,f,trap,
i will try tomorrow,rabbit,108,f,trap,
good luck,duck,98,f,drop,
okay im going to go eat,duck,98,f,drop,
enjoy your dinner,rabbit,108,f,trap,
to listen on the train wreck she so willingly describes,dog,76,m,toon-up,
and its not good for my well being,dog,76,m,toon-up,
why do you continue the interaction,cat,140,f,drop,
where do yall get cute backpacks,cat,57,m,nm,
anyone,rabbit,107,m,drop,
what event,cat,57,m,nm,
im running bullion mint if anyone needs,cat,101,f,drop,
it is quite literally a magnet and opposite type reaction,dog,76,m,toon-up,
she is crazy,dog,76,m,toon-up,
beans,dog,30,f,nm,
oh ok ill start,deer,140,f,trap,
i had this one girl spam text me cuz she saw my toons,dog,69,m,lure,
like to a point where it was excessive,dog,69,m,nm,
easy money,dog,69,m,lure,
looking good today,mouse,62,f,trap,
thx,cat,117,f,drop,
its more fitting on female toons,cat,140,f,lure,
sorry high toon friends on now,dog,108,m,drop,
lol u said wait,deer,140,f,trap,
i thought ok i start,deer,140,f,trap,
only then would i block or ignore,dog,76,m,toon-up,
thanks for the beans,bear,82,m,drop,
the more you say no to a person who wants something,dog,76,m,toon-up,
greetings,dog,76,m,toon-up,
need a new hut please,monkey,22,m,nm,
you in rose ceo group,dog,108,m,drop,
only taking 1 toon,cat,122,f,toon-up,
yes,dog,108,m,drop,
ily,cat,122,f,toon-up,
were gonna have a blast bay,cat,122,f,toon-up,
rip jimmy buffet,duck,110,f,drop,
slowing us down,deer,114,m,trap,
sandbag,cat,140,m,drop,
doodle training whisper for inv,rabbit,36,f,nm,
im gonna lay down again for a little bit,rabbit,132,f,trap,
how are you,cat,140,m,drop,
same here lol,deer,134,f,toon-up,
probably bed time very soon,cat,140,m,drop,
bean thank,rabbit,82,f,drop,
thank you for the beans,duck,25,m,nm,
heart,dog,76,m,toon-up,
ty for the beans,dog,82,f,trap,
i earned the diaper hat,cat,140,f,drop,
i got no school tomorrow,cat,107,m,toon-up,
holiday,cat,107,m,toon-up,
im bored,cat,107,m,toon-up,
want to golf,cat,125,m,trap,
what song should i have taylor swift ai sing,duck,114,f,trap,
maxed gags below 100 good,cat,135,f,trap,
good,deer,16,f,nm,
dont let me make you miss out,mouse,112,f,trap,
im gonna try to walk on top of the pet shop lol,mouse,112,f,trap,
cutie sleeping,dog,116,m,trap,
its the 3 day weekend,dog,129,m,trap,
who can gift me a nice outfit,cat,106,m,trap,
sry what was that i missed it,cat,84,f,drop,
thank you,cat,98,f,drop,
wait here for me,duck,124,m,trap,
i did suits and fo,cat,135,f,trap,
i got activities done fortunately,cat,84,f,drop,
except fishing,cat,84,f,drop,
the one that u get when u max fishing,cat,135,f,trap,
hi jack,dog,129,m,trap,
isnt it like,cat,140,f,drop,
ok so,cat,140,m,drop,
if i come tomorrow,cat,140,m,drop,
and ur up at 4 am,cat,140,m,drop,
i will ask u same,cat,140,m,drop,
i love you beautiful people,cat,57,m,nm,
cant afford estate insurance please money me,cat,93,m,drop,
bean me up scotty,bear,75,m,trap,
a lot,mouse,58,f,nm,
why is everyone here,mouse,32,f,nm,
ohh,mouse,32,f,nm,
we just wait,mouse,32,f,nm,
yay beans,cat,98,f,drop,
bruh you tall,duck,95,f,drop,
get,mouse,32,f,nm,
i need to grow my collection tall,crocodile,106,f,lure,
anyone got any more of them beans,deer,27,m,nm,
what are you working on,cat,98,f,drop,
want to do a building,cat,103,f,trap,
i just need some lawbots and sellbots,cat,103,f,trap,
ok can it be 5 story,cat,98,f,drop,
lemme see if invasion,cat,98,f,drop,
ok,cat,103,f,trap,
spin doctors,cat,98,f,drop,
boo,dog,30,m,nm,
need beans pls,cat,43,f,nm,
i am the stairs,dog,57,m,nm,
beans,cat,111,m,lure,
thank you,cat,43,f,nm,
u guys come to my party,deer,66,f,trap,
i am the party,dog,57,m,nm,
hello,cat,98,m,trap,
nice how was it,mouse,84,m,trap,
ive been spending jb like crazy,dog,108,m,drop,
oh i caught 3 species using my fishing guide,dog,108,m,drop,
nice,mouse,84,m,trap,
me too,dog,108,m,trap,
15000 several times,dog,64,m,trap,
spent that 4 times over on the new catalog,dog,108,m,trap,
buy wife and daughter stuff,dog,108,m,trap,
hats for friends,dog,108,m,trap,
she also said i should,cat,112,f,trap,
show her my place when shes on campus,cat,112,f,trap,
hehe,dog,107,f,drop,
what do you think she would judge you for,dog,107,f,drop,
what kind of opinion,dog,107,f,drop,
i dont know,cat,112,f,trap,
a grease trap,cat,112,f,trap,
tell her her hair is a grease trap,dog,107,f,drop,
do you ever feel like a plastic bag,dog,99,m,trap,
thanks random citizen,cat,112,f,trap,
im too old to be judged by who im living with thats just,cat,112,f,trap,
can we be civil,cat,112,f,trap,
about people you pretend to be friends,cat,112,f,trap,
sorry rant over,cat,112,f,trap,
you good,dog,107,f,drop,
think about what ur future self would want,cat,54,f,nm,
but you got the spirit,dog,107,f,drop,
who,cat,92,m,trap,
cfo anyone,cat,96,m,trap,
except one counter is lumpy,cat,112,f,trap,
what it be like,dog,107,f,drop,
because its doing the thing where it goes in all direction,cat,112,f,trap,
lag,mouse,98,m,lure,
well im about to do coin,mouse,98,m,lure,
so i can vp and cfo after,mouse,98,m,lure,
come on,cat,106,m,trap,
ima ignore you if you dont stop,mouse,98,m,lure,
kiss the feet,mouse,98,m,lure,
cha just add me back,mouse,125,m,trap,
except for lumpy counter,dog,107,f,drop,
kk,cat,75,f,trap,
he whispered me,mouse,125,m,trap,
he said it i promise,mouse,125,m,trap,
im almost touch everyone that close,dog,108,m,drop,
she was panicking,cat,112,f,trap,
well im gonna coin rq and cfo and vp,mouse,98,m,lure,
ty,dog,77,f,trap,
i always miss the bean drop,bear,80,m,trap,
pls im poor and new,cat,19,m,nm,
do you ever feel like a bean,dog,104,m,lure,
all the time brother,crocodile,106,m,lure,
ty,cat,40,f,nm,
no hehehe,cat,112,f,trap,
what are my toons pronouns,cat,112,f,trap,
what is thonself,cat,54,f,nm,
my pronouns are ace attorney,cat,54,f,nm,
im not familiar with this song,dog,107,f,drop,
ur alt is so damp,mouse,98,m,lure,
i have to end this,cat,15,m,nm,
i can prove its me,cat,15,m,nm,
the opera that missed,cat,15,m,nm,
thats what the point of damascus,dog,138,m,drop,
can someone explain to me whats going on,cat,16,m,nm,
so long israel,dog,138,m,drop,
thanks,cat,25,f,nm,
gurl youre dead,dog,35,m,nm,
subway,dog,138,m,drop,
do you want to get added back,cat,15,m,nm,
yo why am i getting loaded with beans right now,cat,16,m,nm,
xd,cat,106,m,trap,
work,cat,106,m,trap,
enjoy your terrible sandwich u created,dog,138,m,drop,
tell her to do her homework,dog,35,m,nm,
yo they should really fix furnishings,cat,110,f,drop,
i lost a third of my wallpapers and floors due to glitch,cat,110,f,drop,
so here i am asking for beans lol,cat,110,f,drop,
to replace what i lost in the war,cat,110,f,drop,
i need,cat,119,f,trap,
why tom,cat,119,f,trap,
i hate my color though,cat,15,m,nm,
im going red,cat,15,m,nm,
you should try manifesting what you want,cat,112,f,trap,
always worst timing,cat,119,f,trap,
waiting for invite,cat,119,f,trap,
i love stealing,dog,138,m,drop,
support a single father and her daughter,crocodile,107,m,drop,
what up man,cat,110,m,trap,
ikr,cat,110,m,trap,
i just got here lol,cat,110,m,trap,
together,dog,107,f,drop,
long time no see,cat,110,m,trap,
hows everybody this fine monday,cat,110,m,trap,
very fine,mouse,125,m,trap,
what happened that fateful night in philadelphia,dog,107,f,drop,
good yourself,mouse,80,m,drop,
stuck on a task,dog,101,m,drop,
hey,bear,64,m,drop,
if u want beans come to pond,mouse,47,m,nm,
ok one two three,mouse,47,m,nm,
philadelphia is worse than a black hole,dog,138,m,drop,
go to brazil,dog,138,m,drop,
and theres nobody around,cat,54,f,nm,
do you ever really crash or even make a sound,cat,54,f,nm,
priorities,cat,110,f,drop,
evan hansen bad,cat,112,f,trap,
yes omg exactly,cat,54,f,nm,
idk what to do,dog,101,m,drop,
i only know it bc the controversy of the old man,dog,107,f,drop,
a 30 something year old playing,cat,54,f,nm,
lose your career speed run,cat,112,f,trap,
idk what to do with my hands,cat,110,m,trap,
it gives you something,mouse,80,m,drop,
philadelphia is very anti leg hair,dog,107,f,drop,
yall are pranking me,cat,110,m,trap,
its so big that its meaningless,dog,107,f,drop,
couldnt match scott still need 3 fishies,deer,129,m,drop,
they hiding,deer,129,m,drop,
i should show you a picture,cat,122,f,trap,
grizzly grand and full,deer,129,m,drop,
older than dirt me,dog,110,f,trap,
you can count on me,crocodile,122,m,sound,
you guys bree is down there,dog,30,m,nm,
remember her,dog,30,m,nm,
odd about this game now,dog,30,m,nm,
yea,dog,129,m,trap,
just found a toon named pancake,dog,30,m,nm,
down there,dog,30,m,nm,
tysm,cat,16,f,nm,
everyone say happy birthday to evil duck,rabbit,48,m,nm,
a pig,pig,140,m,drop,
scrappy there is pancake down there for you,dog,30,m,nm,
this monkey,pig,140,m,drop,
oh hey,cat,78,f,drop,
tysm,duck,104,f,trap,
scrappy there is pancake for you hahaha,dog,30,m,nm,
turn around,dog,30,m,nm,
where are you,deer,111,f,drop,
will help 25 or lower with tasks,crocodile,82,m,lure,
talk to me,crocodile,82,m,lure,
i didnt get that one,cat,102,f,trap,
i spent all my beans redecorating again lol,mouse,119,f,drop,
oh yeah,mouse,119,f,drop,
beans please,crocodile,19,f,nm,
i just thought why not but then i went a little crazy,mouse,119,f,drop,
daycare for hotdog,dog,30,m,nm,
thanks,dog,73,m,drop,
yes,cat,131,f,toon-up,
gn dude,cat,140,m,lure,
its messed up,cat,123,m,trap,
yeah took me 20 minutes to log in,duck,107,f,drop,
took many tries to get to house,cat,123,m,trap,
idk,cat,123,m,trap,
does anyone know where to find loan sharks,deer,56,f,nm,
are you feeling any better,cat,123,m,trap,
no sleep last night ended up in er due to being in pain,duck,107,f,drop,
are you okay,cat,123,m,trap,
anyone got beans,cat,97,m,trap,
it wont let me say the word,duck,107,f,drop,
the part where food goes down,duck,107,f,drop,
ugh does not sound good,cat,123,m,trap,
but i still somewhat struggle to get it down,duck,107,f,drop,
no fun,cat,123,m,trap,
shake it for me,monkey,76,m,drop,
bonnie dropping beans if you shake and jump,monkey,76,m,drop,
ty,horse,108,m,sound,
hows that going,duck,107,f,drop,
ty,duck,110,m,drop,
basically 8 to 1 its going ok meeting the students,cat,123,m,trap,
wya,mouse,125,f,trap,
i think so it seems like they were learning,cat,123,m,trap,
thats good at least,duck,107,f,drop,
third most toxic toon,dog,107,f,drop,
where are we going,duck,140,m,drop,
most toxic toon,rabbit,110,m,trap,
ooo beanfest,monkey,73,m,drop,
second most toxic toon,mouse,106,m,drop,
pls and ty for beans,monkey,18,f,nm,
i need to get more toxic and become worse,crocodile,106,m,lure,
beans,horse,55,f,nm,
imma go vp rq,duck,140,m,drop,
are we jumping for beans,monkey,73,m,drop,
you followed me lol,duck,113,f,toon-up,
peas and lard to all,horse,124,m,trap,
when is the next bean giveaway,mouse,62,f,trap,
you there now,duck,100,f,trap,
afk ty for the beans,dog,52,m,nm,
thank you for your generosity,duck,53,f,nm,
ty for bean,crocodile,69,m,drop,
thanks for the beans free dunkin bites,dog,15,m,nm,
peace and love to all,cat,50,f,nm,
afk ty for the beans,cat,140,m,trap,
im logging off for the night,deer,50,m,nm,
thanks a hundred,dog,124,m,lure,
thank you for your generosity,cat,111,f,drop,
ty,cat,96,f,lure,
ty lol,cat,62,f,nm,
may you share some jelly beans please,cat,36,f,nm,
hey whats up,crocodile,16,f,nm,
free beans,crocodile,69,m,drop,
just wait,crocodile,69,m,drop,
whats beans,crocodile,16,f,nm,
we are watching rick and morty,crocodile,69,m,drop,
i havent really seen but one,crocodile,16,f,nm,
or no,cat,103,m,drop,
me neither,duck,74,f,drop,
im not friends with him,cat,103,m,drop,
doodle training message me,duck,68,m,drop,
i asked the kitty,cat,103,m,drop,
if hes not here in 1 minute lets just go lol,duck,74,f,drop,
ty,cat,25,m,nm,
tysm,cat,112,f,trap,
bro nina wants me to go to movie,cat,101,m,drop,
i thought she left like 20 minutes ago,dog,104,m,trap,
where did fireball go,crocodile,16,f,nm,
ok bye,cat,101,m,drop,
